# FINAL TIMESERIES OF WASP-69 b
# BJD_TDB,Orbital Phase,Flux,Uncertainty,Model,Airmass
2460943.5544350403, -0.0513328864781204, 0.9956613710608695, 0.004011709292773518, 1.0, 1.0004648396229454
2460943.554610228, -0.05128759652383308, 1.001626126971233, 0.004011707090507065, 1.0, 1.0004653874676026
2460943.5547726164, -0.051245615559329494, 0.9934482891201979, 0.004011704907344492, 1.0, 1.0004659305604955
2460943.554947304, -0.051200454897254, 0.9976620555370559, 0.004011702770575271, 1.0, 1.00046646211295
2460943.5551133924, -0.05115751736299656, 1.0069007849678833, 0.004011700595601896, 1.0, 1.000467003169825
2460943.5552824805, -0.05111380431623558, 0.9961786408797523, 0.004011698554348158, 1.0, 1.000467510962491
2460943.5554563683, -0.0510688504735457, 0.9960281163094029, 0.0040116965867770206, 1.0, 1.0004680004259865
2460943.5556192566, -0.05102674021683007, 1.0020617103601894, 0.004011694570085831, 1.0, 1.0004685021093462
2460943.5557931443, -0.05098178637414019, 0.9994194130872998, 0.004011692629806088, 1.0, 1.0004689847846429
2460943.5559565327, -0.050939546825212734, 0.9985199366372765, 0.004011690703171999, 1.0, 1.000469464065829
2460943.5561295208, -0.050894825564043567, 1.0006947565084152, 0.004011688844762374, 1.0, 1.000469926375519
2460943.556291809, -0.05085287048205922, 1.0024592067599398, 0.004011686920859042, 1.0, 1.0004704049782869
2460943.556465697, -0.05080791651898542, 1.0074785668071369, 0.004011685136132522, 1.0, 1.0004708489589313
2460943.556629285, -0.05076562532540363, 1.0008826133620503, 0.004011683343219982, 1.0, 1.0004712949763828
2460943.5568035725, -0.05072056819340465, 1.0035234700667381, 0.004011681487542703, 1.0, 1.0004717566080488
2460943.556968461, -0.050677940888225415, 0.995718568582738, 0.004011679749210499, 1.0, 1.0004721890484938
2460943.557144049, -0.05063254740386158, 0.9988098039523855, 0.004011678065457736, 1.0, 1.000472607911709
2460943.557306337, -0.05059059232187724, 0.9995272104380252, 0.004011676436284338, 1.0, 1.0004730131976773
2460943.557482225, -0.05054512143072354, 1.0001939327740146, 0.004011674700683256, 1.0, 1.0004734449597943
2460943.557819601, -0.050457902156586965, 0.9976242684839429, 0.004011671581515275, 1.0, 1.0004742209101045
2460943.557981889, -0.05041594707460262, 1.0018725581309604, 0.004011670083333091, 1.0, 1.0004745936108612
2460943.5581557774, -0.05037099311152882, 0.9959062299214776, 0.004011668546946479, 1.0, 1.0004749758159708
2460943.558324465, -0.050327383594844344, 1.0009582793771963, 0.004011667059681135, 1.0, 1.0004753458015179
2460943.5584922535, -0.05028400653929688, 1.0031072749427683, 0.0040116655997056, 1.0, 1.0004757089984726
2460943.5586546417, -0.05024202557479329, 0.99612125932292, 0.0040116642215983385, 1.0, 1.0004760518293638
2460943.55882853, -0.05019707161171949, 1.0020878336072403, 0.004011662810744466, 1.0, 1.0004764028068531
2460943.5589935174, -0.05015441866478887, 0.9969958860197157, 0.004011661476300931, 1.0, 1.000476734776004
2460943.5591674056, -0.05010946470171507, 0.9961375191233199, 0.0040116601664181364, 1.0, 1.0004770606354003
2460943.559330194, -0.050067380327518674, 0.9991995059203899, 0.004011658878367139, 1.0, 1.00047738106391
2460943.5595063814, -0.050021831909191405, 0.9915609204946243, 0.00401165763125036, 1.0, 1.0004776913094082
2460943.55967067, -0.04997935965835931, 1.002908113262873, 0.004011656416881004, 1.0, 1.0004779934085086
2460943.5598451574, -0.049934250761322296, 0.9997520469963452, 0.004011655199783096, 1.0, 1.000478296186575
2460943.560007446, -0.049892295558954025, 0.9983017686952672, 0.0040116540809266, 1.0, 1.0004785745252371
2460943.560176634, -0.0498485566296738, 0.9926825736876266, 0.0040116529375101625, 1.0, 1.0004788589738522
2460943.5603514216, -0.04980337020546299, 0.9967692541675227, 0.004011651862316961, 1.0, 1.0004791264506667
2460943.56051551, -0.04976094971966938, 1.0005639117052423, 0.0040116507980397075, 1.0, 1.000479391212051
2460943.560689398, -0.04971599575659558, 1.0035301151378615, 0.004011649801985612, 1.0, 1.000479639001615
2460943.5608632853, -0.0496710420342894, 1.0012718309740616, 0.004011648792287193, 1.0, 1.0004798901856196
2460943.561031174, -0.04962763909622292, 1.0011021079287823, 0.004011647782589027, 1.0, 1.000480141369687
2460943.561205061, -0.049582685373916746, 1.0032854219448666, 0.004011646854758505, 1.0, 1.0004803721875344
2460943.5613687495, -0.04954036829781572, 1.0011486256970785, 0.004011645954217322, 1.0, 1.0004805962166723
2460943.561546937, -0.04949430283102485, 1.002445308738967, 0.004011645097338926, 1.0, 1.000480809383838
2460943.561718025, -0.04945007285618397, 1.0046175009019944, 0.004011644254105272, 1.0, 1.0004810191566664
2460943.5618919125, -0.04940511901349387, 1.004746834212098, 0.0040116434518054555, 1.0, 1.0004812187463887
2460943.5622280887, -0.04931820996843572, 0.99774268952715, 0.004011641953633776, 1.0, 1.0004815914497525
2460943.5624023764, -0.04927315271605304, 0.9982643353649645, 0.004011641252304057, 1.0, 1.0004817659211378
2460943.5627483516, -0.04918371043448233, 0.9998232275152044, 0.004011639966988042, 1.0, 1.0004820856722774
2460943.5629125405, -0.04914126394578555, 0.9968362008635522, 0.004011639363899353, 1.0, 1.0004822357041636
2460943.563076829, -0.04909879169495368, 0.9933613687141182, 0.004011638820846718, 1.0, 1.0004823708007682
2460943.5632507163, -0.04905383797264751, 0.9993887855070761, 0.00401163830508323, 1.0, 1.0004824991086156
2460943.5634131045, -0.04901185700814392, 1.0023691729526039, 0.004011637789319809, 1.0, 1.0004826274164793
2460943.5635869927, -0.04896690304507012, 0.9983067759299807, 0.004011637333592394, 1.0, 1.0004827407890502
2460943.5637492808, -0.04892494796308555, 1.0071186327138522, 0.0040116369106119095, 1.0, 1.0004828460151003
2460943.563923169, -0.04887999400001175, 0.9907512238966818, 0.0040116365121916206, 1.0, 1.0004829451312607
2460943.5640907567, -0.048836668829886465, 1.0043692698457667, 0.004011636138331522, 1.0, 1.00048303813753
2460943.5642534457, -0.04879461009744168, 0.9943182875315348, 0.00401163581904957, 1.0, 1.0004831175662483
2460943.5644176337, -0.04875216384951253, 1.0021145129742086, 0.004011635507954356, 1.0, 1.0004831949583393
2460943.5645940215, -0.04870656366614701, 1.004384513579561, 0.004011635243250555, 1.0, 1.0004832608095087
2460943.5647563096, -0.04866460858416266, 0.9951649832321993, 0.004011634994920199, 1.0, 1.0004833225874141
2460943.5649302974, -0.048619628858953545, 1.0005456089049336, 0.004011634795710145, 1.0, 1.0004833721455169
2460943.565092886, -0.04857759612941148, 0.9992891214123896, 0.004011634626518053, 1.0, 1.000483414235962
2460943.565255274, -0.0485356151649079, 0.9997560843767233, 0.004011634484615012, 1.0, 1.0004834495376271
2460943.5654325616, -0.048489782400021664, 0.9997440281360899, 0.004011634370001021, 1.0, 1.0004834780505116
2460943.5656069494, -0.04844469926511974, 1.004923701745873, 0.004011634299049506, 1.0, 1.000483495701345
2460943.565771338, -0.04840220113176863, 1.0020502398303053, 0.0040116342526581306, 1.0, 1.0004835072422749
2460943.5659452253, -0.048357247409462456, 1.0033284581432633, 0.004011634247200322, 1.0, 1.0004835086000312
2460943.5661191135, -0.048312293446388654, 1.0012875217664705, 0.004011634263573748, 1.0, 1.000483504526762
2460943.5662930007, -0.04826733972408248, 0.9933713574102506, 0.00401163432088074, 1.0, 1.0004834902703192
2460943.5664668884, -0.048222385881392604, 0.9944333230223948, 0.0040116344082056846, 1.0, 1.0004834685462167
2460943.566640776, -0.048177432038702506, 0.9966454530136986, 0.004011634533735294, 1.0, 1.00048343731782
2460943.566814664, -0.04813247819601263, 0.9935070995158507, 0.004011634694740669, 1.0, 1.0004833972640081
2460943.5669809524, -0.048089488896716936, 1.0044948490670271, 0.004011634885764004, 1.0, 1.0004833497425385
2460943.56715694, -0.048043992243427924, 0.9989906216812805, 0.0040116351013474915, 1.0, 1.0004832961111685
2460943.5673240274, -0.048000796365514464, 0.9981901085507852, 0.00401163536878019, 1.0, 1.0004832295811186
2460943.5674983156, -0.047955738992747854, 1.0005731978070913, 0.004011635652586339, 1.0, 1.000483158977805
2460943.5676652035, -0.04791259475948895, 0.9976556075809454, 0.00401163597732609, 1.0, 1.0004830781913274
2460943.567839391, -0.04786756338962528, 1.0025343072150552, 0.004011636334812736, 1.0, 1.0004829892583218
2460943.5680131787, -0.04782263542945442, 0.9981562413862586, 0.004011636727775196, 1.0, 1.0004828914999124
2460943.5681754677, -0.047780680106702444, 0.993644805109137, 0.004011637156213476, 1.0, 1.000482784916102
2460943.568349355, -0.04773572638439627, 1.0024426190173374, 0.00401163761194087, 1.0, 1.0004826715435264
2460943.5685175434, -0.047692245919155996, 1.004283306842077, 0.004011638097686291, 1.0, 1.0004825507033102
2460943.5686964304, -0.047645999635882674, 0.9993925903364482, 0.004011638618907568, 1.0, 1.0004824210377012
2460943.568858819, -0.047604018550995164, 0.9967018897935861, 0.0040116391783336204, 1.0, 1.0004822818678254
2460943.5690347063, -0.04755854778022539, 0.9984799567560767, 0.004011639778693374, 1.0, 1.0004821325148097
2460943.569208594, -0.04751359393753529, 1.003649760107963, 0.0040116403981555766, 1.0, 1.0004819784096757
2460943.5693827816, -0.047468562567671846, 0.9985235219019051, 0.004011641069467146, 1.0, 1.0004818114059009
2460943.5695566693, -0.04742360872498175, 0.9964758623213295, 0.004011641773525742, 1.0, 1.0004816362556306
2460943.569718958, -0.047381653522613476, 0.9973892788753607, 0.004011642485771193, 1.0, 1.0004814590687603
2460943.5698930454, -0.04733664803526905, 0.9939224238503138, 0.00401164324440825, 1.0, 1.0004812703410173
2460943.5700669335, -0.047291694072195245, 0.9996447824974022, 0.004011644008503271, 1.0, 1.0004810802555568
2460943.5702321217, -0.04724898923984244, 1.0009960762850971, 0.004011644851736875, 1.0, 1.0004808704827155
2460943.5704090092, -0.04720325988464902, 0.9896155344780281, 0.0040116457004284786, 1.0, 1.0004806593521656
2460943.5705828965, -0.047158306162342845, 0.9931787551081304, 0.004011646625529822, 1.0, 1.0004804292131282
2460943.570749285, -0.04711529098052791, 0.9939373439551137, 0.004011647528800069, 1.0, 1.0004802045051517
2460943.570928572, -0.04706894128756178, 1.004524117878559, 0.004011648489377717, 1.0, 1.0004799655408332
2460943.5710908608, -0.04702698608519351, 1.003645179453825, 0.004011649452684509, 1.0, 1.000479725897696
2460943.571264748, -0.04698203236288734, 0.9980074683114477, 0.004011650470569841, 1.0, 1.0004794726771065
2460943.571427937, -0.04693984433823073, 0.9998895963044735, 0.004011651534847006, 1.0, 1.0004792079157006
2460943.5716026244, -0.04689468379653894, 0.9969102387151649, 0.0040116526291425385, 1.0, 1.0004789356867385
2460943.571767313, -0.04685210813601426, 0.9980170283229414, 0.004011653715251619, 1.0, 1.000478665494475
2460943.5719371005, -0.04680821427277082, 1.0058872488949626, 0.00401165487231287, 1.0, 1.0004783776515414
2460943.5721161882, -0.04676191610407532, 1.0067603939976553, 0.004011656067579325, 1.0, 1.0004780803044466
2460943.5722784763, -0.04671996102209075, 0.9964259776026252, 0.0040116572437436954, 1.0, 1.0004777877095605
2460943.572453264, -0.04667477447749624, 0.995165550196698, 0.004011658531794166, 1.0, 1.0004774672809207
2460943.5726195523, -0.04663178529858447, 1.0034348161447275, 0.004011659798013678, 1.0, 1.0004771522833746
2460943.5727840406, -0.04658926140309805, 0.9990549167846814, 0.004011661088793893, 1.0, 1.0004768311760643
2460943.572959328, -0.046543945686675414, 0.997556105184694, 0.004011662439610841, 1.0, 1.0004764951336407
2460943.5731225163, -0.04650175790278621, 1.0037834300738924, 0.004011663787699319, 1.0, 1.0004761597702032
2460943.573301404, -0.046455511499128965, 0.9988062780683485, 0.004011665212198165, 1.0, 1.000475805398434
2460943.57364008, -0.04636795611339517, 1.0032788517681528, 0.004011668129420555, 1.0, 1.0004750796834592
2460943.5738043683, -0.046325483982947, 0.9957315541102502, 0.004011669589397011, 1.0, 1.0004747164867331
2460943.5739688566, -0.04628296008746058, 0.9944280556035064, 0.0040116711721758245, 1.0, 1.0004743227408985
2460943.5741427443, -0.04623800624477048, 1.0062388821033181, 0.0040116727167502355, 1.0, 1.0004739384994232
2460943.5743050324, -0.046196051162786134, 1.0029259141577918, 0.004011674285885624, 1.0, 1.0004735481482523
2460943.5744790207, -0.04615107131719309, 0.9993792350987671, 0.004011675964178938, 1.0, 1.0004731306423857
2460943.5746551077, -0.04610554890176877, 0.9998514423634902, 0.004011677675220161, 1.0, 1.0004727049902427
2460943.574824596, -0.046061732445315196, 0.9982218911068423, 0.004011679320767672, 1.0, 1.0004722956311753
2460943.5749984835, -0.0460167786026251, 0.9947914084074617, 0.0040116811136784135, 1.0, 1.0004718496132778
2460943.575161872, -0.04597453905369786, 1.0002134479132319, 0.00401168283836652, 1.0, 1.0004714205673295
2460943.5753240604, -0.045932609733848606, 0.99980768317415, 0.004011684623092017, 1.0, 1.0004709765864315
2460943.575513247, -0.045883700801466976, 0.9972876234874006, 0.004011686653422908, 1.0, 1.000470471507484
2460943.5756872348, -0.04583872107625786, 0.9997825395756321, 0.004011688509102577, 1.0, 1.000470009876411
2460943.575852523, -0.04579599036138604, 0.999720561652792, 0.004011690389343588, 1.0, 1.0004695421357321
2460943.5760279107, -0.04575064876244417, 1.000190493493013, 0.0040116923623695734, 1.0, 1.0004690513137455
2460943.576190699, -0.045708564388247996, 1.0038673317936133, 0.004011694365414928, 1.0, 1.0004685530244508
2460943.576369386, -0.045662369749629006, 0.9962765198746645, 0.004011696343900761, 1.0, 1.0004680608452141
2460943.576532975, -0.04562007843566329, 1.0059062437019215, 0.004011698352405999, 1.0, 1.000467561198678
2460943.576695263, -0.04557812335367872, 1.0027412815432428, 0.004011700467341269, 1.0, 1.0004670350765759
2460943.576869251, -0.045533143508085905, 0.999654088860578, 0.004011702516782834, 1.0, 1.0004665252475513
2460943.5770337395, -0.04549061961259948, 0.9925496960912085, 0.004011704634449253, 1.0, 1.0004659984471278
2460943.5772132264, -0.0454442182749788, 1.000648019274897, 0.0040117068612749406, 1.0, 1.0004654444923424
2460943.577375515, -0.04540226307261053, 0.9952267900901356, 0.004011709090830818, 1.0, 1.0004648898589983
2460943.5775493025, -0.04535733511243967, 0.9988141605586826, 0.004011711312201066, 1.0, 1.0004643372625572
2460943.57772339, -0.04531232962509524, 0.9961209165133015, 0.00401171360725442, 1.0, 1.0004637663370706
2460943.577886779, -0.045270089955784076, 0.9994202739330762, 0.004011715869561565, 1.0, 1.0004632035582834
