# FINAL TIMESERIES OF WASP-65 b
# BJD_TDB,Orbital Phase,Flux,Uncertainty,Model,Airmass
2461112.5033379844, -0.04240281347623964, 1.0091640666890482, 0.004134602063676172, 1.0, 1.0002334968592346
2461112.5040566414, -0.04209189777425154, 0.9973414858859823, 0.004134521517356514, 1.0, 1.0002203864546357
2461112.504786898, -0.04177596367657696, 0.9998674722469432, 0.004134441602489611, 1.0, 1.0002073787480783
2461112.505516954, -0.04146011620716997, 1.0049098630573505, 0.00413436318197784, 1.0, 1.0001946141970586
2461112.5062398105, -0.04114738372909593, 1.0019134755260262, 0.004134286223284423, 1.0, 1.0001820875100242
2461112.506958468, -0.04083646782564673, 0.9993239780321513, 0.00413421033101305, 1.0, 1.0001697343314626
2461112.5076886243, -0.04052057704210596, 1.0019024247989545, 0.0041341354461039165, 1.0, 1.000157545051099
2461112.5084188804, -0.04020464314589245, 0.9964758969089641, 0.0041340609062265644, 1.0, 1.0001454118610331
2461112.509137537, -0.039893727645365445, 0.9951916596198851, 0.004133987386901039, 1.0, 1.000133444720651
2461112.5098676933, -0.039577836861824645, 0.9992647983476871, 0.004133914865948699, 1.0, 1.0001216400226813
2461112.5105978493, -0.03926194627974494, 0.9983608071714201, 0.004133843337417349, 1.0, 1.000109996801036
2461112.511328106, -0.03894601218207039, 0.9941643103629333, 0.004133773088860797, 1.0, 1.000098561866084
2461112.512058362, -0.03863007828585688, 1.0057136342459472, 0.004133703754445019, 1.0, 1.000087275670997
2461112.5127885183, -0.038314187502316105, 1.0042361256318495, 0.004133634658642928, 1.0, 1.00007602825562
2461112.5135188745, -0.037998210291968815, 0.9978940832640386, 0.004133567168605544, 1.0, 1.0000650421672546
2461112.5142374313, -0.03768733790411449, 0.9958014491965455, 0.0041335003418559325, 1.0, 1.0000541639916385
2461112.5149678877, -0.03737131737963345, 0.999491150793163, 0.004133435039632387, 1.0, 1.0000435339254656
2461112.515698144, -0.03705538328195887, 1.0078453680999866, 0.004133370006845919, 1.0, 1.0000329476643568
2461112.5164168007, -0.03674446778143187, 1.000692830288936, 0.004133306228604922, 1.0, 1.0000225655695556
2461112.5178658143, -0.036117574667635405, 1.0031559101979697, 0.004133181892843116, 1.0, 1.0000023255118653
2461112.5185843706, -0.03580670248124218, 1.0083282164513947, 0.0041331204386284275, 1.0, 0.9999923215839615
2461112.519314527, -0.03549081169770138, 0.9963554231276448, 0.004133060389188904, 1.0, 0.9999825462877401
2461112.5200331835, -0.035179896197174376, 1.0077822038911433, 0.0041330011693601456, 1.0, 0.9999729059962452
2461112.52076344, -0.034863962099499796, 1.004091868834858, 0.004132942470914573, 1.0, 0.9999633505352015
2461112.521482097, -0.034553046397511694, 1.0034393269537392, 0.004132884572525958, 1.0, 0.9999539252711294
2461112.522212353, -0.03423711250129821, 1.0078465137618913, 0.0041328272352817485, 1.0, 0.999944591313038
2461112.522942609, -0.0339211786050847, 0.9998458472440326, 0.004132770973773506, 1.0, 0.9999354324333497
2461112.523696064, -0.03359520811895936, 0.9934939350447077, 0.004132713571751859, 1.0, 0.9999260878460472
2461112.524414821, -0.033284249102837477, 1.0034186391735365, 0.004132658890981613, 1.0, 0.9999171862170858
2461112.525144977, -0.03296835852075777, 0.9992265070491997, 0.004132604735850432, 1.0, 0.9999083701203337
2461112.525863634, -0.03265744281876967, 0.9964159818336543, 0.00413255186273721, 1.0, 0.9998997626911492
2461112.527312447, -0.03203063653470187, 1.0025972366939944, 0.0041324483242812125, 1.0, 0.9998829071403491
2461112.5280313035, -0.03171963440590728, 1.001736552253724, 0.0041323973610527176, 1.0, 0.9998746105269567
2461112.5287964577, -0.031388602411422745, 1.0005236841329048, 0.0041323446866864426, 1.0, 0.9998660353118747
2461112.5295151146, -0.031077686709434643, 0.9983508114850157, 0.004132295479238003, 1.0, 0.9998580244674028
2461112.53024537, -0.030761753014682258, 1.0030809631482247, 0.004132246791348212, 1.0, 0.9998500981750077
2461112.5309640276, -0.03045083711123306, 0.9958759659057247, 0.0041321990063263895, 1.0, 0.9998423188380262
2461112.531682684, -0.030139921610706055, 1.0002696051662807, 0.004132151870558103, 1.0, 0.9998346451698069
2461112.5324129406, -0.029823987513031475, 1.0061095968049556, 0.004132105471005074, 1.0, 0.9998270913289156
2461112.533131497, -0.02951311532663825, 1.0013955142669169, 0.004132059271001858, 1.0, 0.9998195699471334
2461112.5338618536, -0.02919713791482989, 1.0036032028466317, 0.004132013992934633, 1.0, 0.9998121986302584
2461112.53458051, -0.028886222414302887, 0.9960746185172237, 0.004131969415634791, 1.0, 0.9998049413732324
2461112.535310666, -0.028570331832223156, 1.0059242421449806, 0.004131925695349074, 1.0, 0.9997978236146196
2461112.5360295232, -0.028259329501967495, 1.0006974136666515, 0.00413188240010254, 1.0, 0.9997907750290379
2461112.536794577, -0.02792834102307784, 1.0041666556388638, 0.004131837464515522, 1.0, 0.9997834593659441
2461112.5375132337, -0.02761742532108974, 0.9965122992230268, 0.004131795703354326, 1.0, 0.9997766604866004
2461112.5382433897, -0.027301534739010036, 1.0034105512167477, 0.004131754386342964, 1.0, 0.9997699338944505
2461112.5389621467, -0.026990575722888155, 0.9942133614245469, 0.0041317139159149285, 1.0, 0.9997633451084736
2461112.539680803, -0.02667966022236115, 0.9962515989200863, 0.004131674045862297, 1.0, 0.9997568540459361
2461112.540410959, -0.026363769640281448, 1.0029465984677046, 0.004131634818917637, 1.0, 0.9997504676648924
2461112.541129616, -0.026052853938293347, 1.0013799174006761, 0.004131596008047829, 1.0, 0.9997441490037969
2461112.5418483727, -0.025741895123632536, 0.9988018714697507, 0.004131558005354013, 1.0, 0.9997379619001731
2461112.5425786288, -0.025425961227419053, 0.9963018061969501, 0.004131520240339053, 1.0, 0.9997318134738792
2461112.543308885, -0.02511002733120557, 1.0017756949455494, 0.0041314830711983086, 1.0, 0.9997257620424002
2461112.5440275418, -0.02479911162921747, 0.9925572259706557, 0.00413144684579595, 1.0, 0.9997198642418907
2461112.544746098, -0.024488239442824244, 1.002239775151433, 0.004131411189696873, 1.0, 0.9997140591122261
2461112.545476354, -0.024172305546610734, 1.0006098037055429, 0.004131375772700572, 0.9999863238819335, 0.9997082928943898
2461112.546195111, -0.02386134673194995, 1.0003401799426095, 0.004131341283173439, 0.9997993070164365, 0.9997026776616545
2461112.5469252667, -0.023545456149870247, 0.9961149024349116, 0.004131307342269314, 0.9994680162377622, 0.9996971517351442
2461112.547644024, -0.023234497133748366, 1.000012234644141, 0.004131273637485161, 0.999037324256512, 0.9996916642366824
2461112.5483741798, -0.022918606551668663, 1.0053396651421953, 0.004131240700927499, 0.9985124921916378, 0.999686301799539
2461112.549104436, -0.022602672655455153, 1.001132646354685, 0.004131208174399885, 0.9979133054098789, 0.9996810061061113
2461112.549846191, -0.02228176387915007, 0.9950488748262758, 0.0041311757483584715, 0.9972403125528462, 0.999675726759416
2461112.5505648474, -0.021970848378623065, 0.9927371131985225, 0.004131144532693415, 0.9965363560858251, 0.9996706444636352
2461112.551283704, -0.021659846249828474, 0.9969838457233848, 0.004131113993807295, 0.9957904707048997, 0.9996656723436643
2461112.55201396, -0.02134391235361499, 0.9982557126569777, 0.004131083864902062, 0.994998843195781, 0.999660766962024
