# FINAL TIMESERIES OF WASP-44 b
# BJD_TDB,Orbital Phase,Flux,Uncertainty,Model,Airmass
2461236.931174391, -0.01878511518155171, 1.0467511378781356, 0.048098206271254926, 0.9905110141039124, 1.0014131702220752
2461236.9328005523, -0.018114204295844955, 0.9489146247911946, 0.04801521694703291, 0.9876667851048697, 1.0030087003805273
2461236.9348882125, -0.01725289131936633, 0.9749089033044847, 0.047913398022849225, 0.9839729735904318, 1.0049734983412497
2461236.9369876096, -0.01638673597223858, 0.9530951016297021, 0.04781549004917214, 0.9805583679662894, 1.0068704097082597
2461236.941140543, -0.014673346161672013, 0.9758671124491376, 0.04763328637627763, 0.9770384245917285, 1.010420448080628
2461236.9432166745, -0.013816789678449931, 0.9781736344272013, 0.04754856709243515, 0.9759584760752186, 1.0120800137837402
2461236.9453055155, -0.01295498948705498, 0.9322644001979812, 0.04746652762524189, 0.975030805644729, 1.0136925096279443
2461236.947382677, -0.012098008035617253, 1.0166802664863837, 0.047389003259473816, 0.9742312143810049, 1.0152211905236457
2461236.949470001, -0.011236833769379007, 0.9631922257127294, 0.04731412472722856, 0.9735293563191609, 1.0167022689063827
2461236.9515583203, -0.010375248751764127, 0.9939002813262924, 0.04724319209933585, 0.9729140239118562, 1.018109459229802
2461236.9536345676, -0.00951864443079986, 0.9800083756909274, 0.04717557766626872, 0.9723773342532321, 1.0194546071471966
2461236.9557232223, -0.008656921087183522, 0.9790484431706902, 0.04711114746589653, 0.9719044458821118, 1.020739858861188
2461236.9577995962, -0.007800264509729815, 0.970636710441682, 0.04705022059867866, 0.9714942778701919, 1.0219583376927985
2461236.959900544, -0.006933469404845183, 0.9519305347597214, 0.046991565355425986, 0.971134628412045, 1.023134254620039
2461236.961976895, -0.006076822241244367, 0.952520721799689, 0.04693639560597885, 0.9708295566508245, 1.024242871935595
2461236.9640540793, -0.0052198313759537485, 0.9295844633415385, 0.04688415563345807, 0.97057094058703, 1.0252949272743737
2461236.966142561, -0.004358179500771497, 0.9381565502814697, 0.046834531937677615, 0.9703550155619922, 1.026296382300191
2461236.968220509, -0.003500873367469154, 0.9567396468865645, 0.04678785000625472, 0.9701817729959049, 1.0272403329579927
2461236.970310275, -0.002638691626853429, 0.9453031742323332, 0.04674380720517552, 0.9700475789877465, 1.0281325789832891
2461236.972387343, -0.0017817485993049942, 0.9507562362119482, 0.0467023197226225, 0.9699526304867592, 1.0289745368783907
2461236.974488233, -0.0009149773172317521, 0.9968694735132372, 0.04666330961746939, 0.9698946045507892, 1.0297675305483522
2461236.9765536916, -6.282421172354447e-05, 0.9785163750544421, 0.046627298262283796, 0.9698742611935188, 1.0305006976962854
2461236.978641675, 0.0007986220956509582, 0.9890375521076373, 0.04659361321862995, 0.9698904836120799, 1.031187488451719
2461236.9807291836, 0.001659872633309467, 0.9165531808924081, 0.0465621934855972, 0.9699438369540335, 1.0318289534105467
2461236.9847483314, 0.003318065950537019, 0.9806578302446988, 0.046508605702072034, 0.9701533948955791, 1.0329249225728183
2461236.9888032572, 0.004991020381197864, 0.9672616391566548, 0.046463575732825814, 0.9705146373296369, 1.0338477468905698
2461236.992880176, 0.006673048421197647, 1.027284397521381, 0.04642697014639563, 0.9710441090202385, 1.0345991931516134
